Narrativa_IA;Mês;Nome Grupo;cc_nome;Realizado
Em Mai, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 4.282 referente ao item 'DESPESAS COM UBER/POP/INDRIVER'.;Mai;( - ) DESPESAS ADMINISTRATIVAS;DESPESAS COM UBER/POP/INDRIVER;-R$ 4.282
Em Jun, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 4.293 referente ao item 'DESPESAS COM UBER/POP/INDRIVER'.;Jun;( - ) DESPESAS ADMINISTRATIVAS;DESPESAS COM UBER/POP/INDRIVER;-R$ 4.293
Em Abr, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 4.463 referente ao item 'DESPESAS COM UBER/POP/INDRIVER'.;Abr;( - ) DESPESAS ADMINISTRATIVAS;DESPESAS COM UBER/POP/INDRIVER;-R$ 4.463
Em Dez, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 4.901 referente ao item 'DESPESAS COM UBER/POP/INDRIVER'.;Dez;( - ) DESPESAS ADMINISTRATIVAS;DESPESAS COM UBER/POP/INDRIVER;-R$ 4.901
Em Fev, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 7.609 referente ao item 'DESPESAS COM UBER/POP/INDRIVER'.;Fev;( - ) DESPESAS ADMINISTRATIVAS;DESPESAS COM UBER/POP/INDRIVER;-R$ 7.609
Em Nov, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 2 referente ao item 'DESPESA POSTAL'.;Nov;( - ) DESPESAS ADMINISTRATIVAS;DESPESA POSTAL;-R$ 2
Em Dez, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 2 referente ao item 'DESPESA POSTAL'.;Dez;( - ) DESPESAS ADMINISTRATIVAS;DESPESA POSTAL;-R$ 2
Em Out, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 2 referente ao item 'DESPESA POSTAL'.;Out;( - ) DESPESAS ADMINISTRATIVAS;DESPESA POSTAL;-R$ 2
Em Ago, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 39 referente ao item 'DESPESA POSTAL'.;Ago;( - ) DESPESAS ADMINISTRATIVAS;DESPESA POSTAL;-R$ 39
Em Abr, o grupo '( - ) CUSTOS VARIÁVEIS' registrou um valor de -R$ 783 referente ao item 'FROTA - COMBUSTIVEL / MANUTENÇÃO'.;Abr;( - ) CUSTOS VARIÁVEIS;FROTA - COMBUSTIVEL / MANUTENÇÃO;-R$ 783
Em Ago, o grupo '( - ) CUSTOS VARIÁVEIS' registrou um valor de -R$ 1.141 referente ao item 'FROTA - COMBUSTIVEL / MANUTENÇÃO'.;Ago;( - ) CUSTOS VARIÁVEIS;FROTA - COMBUSTIVEL / MANUTENÇÃO;-R$ 1.141
Em Dez, o grupo '( - ) CUSTOS VARIÁVEIS' registrou um valor de -R$ 1.206 referente ao item 'FROTA - COMBUSTIVEL / MANUTENÇÃO'.;Dez;( - ) CUSTOS VARIÁVEIS;FROTA - COMBUSTIVEL / MANUTENÇÃO;-R$ 1.206
Em Jun, o grupo '( - ) CUSTOS VARIÁVEIS' registrou um valor de -R$ 1.612 referente ao item 'FROTA - COMBUSTIVEL / MANUTENÇÃO'.;Jun;( - ) CUSTOS VARIÁVEIS;FROTA - COMBUSTIVEL / MANUTENÇÃO;-R$ 1.612
Em Jan, o grupo '( - ) CUSTOS VARIÁVEIS' registrou um valor de -R$ 2.213 referente ao item 'FROTA - COMBUSTIVEL / MANUTENÇÃO'.;Jan;( - ) CUSTOS VARIÁVEIS;FROTA - COMBUSTIVEL / MANUTENÇÃO;-R$ 2.213
Em Mar, o grupo '( - ) CUSTOS VARIÁVEIS' registrou um valor de -R$ 2.246 referente ao item 'FROTA - COMBUSTIVEL / MANUTENÇÃO'.;Mar;( - ) CUSTOS VARIÁVEIS;FROTA - COMBUSTIVEL / MANUTENÇÃO;-R$ 2.246
Em Fev, o grupo '( - ) CUSTOS VARIÁVEIS' registrou um valor de -R$ 2.320 referente ao item 'FROTA - COMBUSTIVEL / MANUTENÇÃO'.;Fev;( - ) CUSTOS VARIÁVEIS;FROTA - COMBUSTIVEL / MANUTENÇÃO;-R$ 2.320
Em Set, o grupo '( - ) CUSTOS VARIÁVEIS' registrou um valor de -R$ 3.094 referente ao item 'FROTA - COMBUSTIVEL / MANUTENÇÃO'.;Set;( - ) CUSTOS VARIÁVEIS;FROTA - COMBUSTIVEL / MANUTENÇÃO;-R$ 3.094
Em Out, o grupo '( - ) CUSTOS VARIÁVEIS' registrou um valor de -R$ 3.267 referente ao item 'FROTA - COMBUSTIVEL / MANUTENÇÃO'.;Out;( - ) CUSTOS VARIÁVEIS;FROTA - COMBUSTIVEL / MANUTENÇÃO;-R$ 3.267
Em Nov, o grupo '( - ) CUSTOS VARIÁVEIS' registrou um valor de -R$ 4.290 referente ao item 'FROTA - COMBUSTIVEL / MANUTENÇÃO'.;Nov;( - ) CUSTOS VARIÁVEIS;FROTA - COMBUSTIVEL / MANUTENÇÃO;-R$ 4.290
Em Mai, o grupo '( - ) CUSTOS VARIÁVEIS' registrou um valor de -R$ 40.773 referente ao item 'FROTA - COMBUSTIVEL / MANUTENÇÃO'.;Mai;( - ) CUSTOS VARIÁVEIS;FROTA - COMBUSTIVEL / MANUTENÇÃO;-R$ 40.773
Em Mar, o grupo '( = ) FLUXO DE CAIXA LIVRE PARA SÓCIOS' registrou um valor de -R$ 90 referente ao item 'BENFEITORIAS'.;Mar;( = ) FLUXO DE CAIXA LIVRE PARA SÓCIOS;BENFEITORIAS;-R$ 90
Em Fev, o grupo '( = ) FLUXO DE CAIXA LIVRE PARA SÓCIOS' registrou um valor de -R$ 185 referente ao item 'BENFEITORIAS'.;Fev;( = ) FLUXO DE CAIXA LIVRE PARA SÓCIOS;BENFEITORIAS;-R$ 185
Em Dez, o grupo '( = ) FLUXO DE CAIXA LIVRE PARA SÓCIOS' registrou um valor de -R$ 1.031 referente ao item 'BENFEITORIAS'.;Dez;( = ) FLUXO DE CAIXA LIVRE PARA SÓCIOS;BENFEITORIAS;-R$ 1.031
Em Jul, o grupo '( = ) FLUXO DE CAIXA LIVRE PARA SÓCIOS' registrou um valor de -R$ 1.419 referente ao item 'BENFEITORIAS'.;Jul;( = ) FLUXO DE CAIXA LIVRE PARA SÓCIOS;BENFEITORIAS;-R$ 1.419
Em Nov, o grupo '( = ) FLUXO DE CAIXA LIVRE PARA SÓCIOS' registrou um valor de -R$ 1.902 referente ao item 'BENFEITORIAS'.;Nov;( = ) FLUXO DE CAIXA LIVRE PARA SÓCIOS;BENFEITORIAS;-R$ 1.902
Em Out, o grupo '( = ) FLUXO DE CAIXA LIVRE PARA SÓCIOS' registrou um valor de -R$ 3.800 referente ao item 'BENFEITORIAS'.;Out;( = ) FLUXO DE CAIXA LIVRE PARA SÓCIOS;BENFEITORIAS;-R$ 3.800
Em Set, o grupo '( = ) FLUXO DE CAIXA LIVRE PARA SÓCIOS' registrou um valor de -R$ 5.442 referente ao item 'BENFEITORIAS'.;Set;( = ) FLUXO DE CAIXA LIVRE PARA SÓCIOS;BENFEITORIAS;-R$ 5.442
Em Jan, o grupo '( = ) FLUXO DE CAIXA LIVRE PARA SÓCIOS' registrou um valor de -R$ 16.382 referente ao item 'BENFEITORIAS'.;Jan;( = ) FLUXO DE CAIXA LIVRE PARA SÓCIOS;BENFEITORIAS;-R$ 16.382
Em Mai, o grupo '( = ) FLUXO DE CAIXA LIVRE PARA SÓCIOS' registrou um valor de -R$ 16.739 referente ao item 'BENFEITORIAS'.;Mai;( = ) FLUXO DE CAIXA LIVRE PARA SÓCIOS;BENFEITORIAS;-R$ 16.739
Em Ago, o grupo '( = ) FLUXO DE CAIXA LIVRE PARA SÓCIOS' registrou um valor de -R$ 24.295 referente ao item 'BENFEITORIAS'.;Ago;( = ) FLUXO DE CAIXA LIVRE PARA SÓCIOS;BENFEITORIAS;-R$ 24.295
Em Ago, o grupo '( - ) DEDUÇÕES SOBRE RECEITA' registrou um valor de -R$ 188 referente ao item 'BRINDES E CORTESIAS'.;Ago;( - ) DEDUÇÕES SOBRE RECEITA;BRINDES E CORTESIAS;-R$ 188
Em Dez, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 340 referente ao item 'EVENTOS'.;Dez;( - ) DESPESAS ADMINISTRATIVAS;EVENTOS;-R$ 340
Em Jul, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 13.500 referente ao item 'EVENTOS'.;Jul;( - ) DESPESAS ADMINISTRATIVAS;EVENTOS;-R$ 13.500
Em Nov, o grupo '( - ) DESPESAS ADMINISTRATIVAS' registrou um valor de -R$ 28.246 referente ao item 'EVENTOS'.;Nov;( - ) DESPESAS ADMINISTRATIVAS;EVENTOS;-R$ 28.246
Em Mai, o grupo '( - ) DEDUÇÕES SOBRE RECEITA' registrou um valor de -R$ 272 referente ao item 'CORTESIA - ANIVERSARIO'.;Mai;( - ) DEDUÇÕES SOBRE RECEITA;CORTESIA - ANIVERSARIO;-R$ 272
Em Jul, o grupo '( - ) IMPOSTOS SOBRE RECEITA' registrou um valor de -R$ 1.901 referente ao item 'IR RETIDO NA FONTE'.;Jul;( - ) IMPOSTOS SOBRE RECEITA;IR RETIDO NA FONTE;-R$ 1.901
Em Mar, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 18 referente ao item 'TAXAS E REGISTROS'.;Mar;( - ) UTILIDADES E SERVIÇOS;TAXAS E REGISTROS;-R$ 18
Em Mai, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 129 referente ao item 'TAXAS E REGISTROS'.;Mai;( - ) UTILIDADES E SERVIÇOS;TAXAS E REGISTROS;-R$ 129
Em Abr, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 130 referente ao item 'TAXAS E REGISTROS'.;Abr;( - ) UTILIDADES E SERVIÇOS;TAXAS E REGISTROS;-R$ 130
Em Jun, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 271 referente ao item 'TAXAS E REGISTROS'.;Jun;( - ) UTILIDADES E SERVIÇOS;TAXAS E REGISTROS;-R$ 271
Em Jul, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 298 referente ao item 'TAXAS E REGISTROS'.;Jul;( - ) UTILIDADES E SERVIÇOS;TAXAS E REGISTROS;-R$ 298
Em Ago, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 443 referente ao item 'TAXAS E REGISTROS'.;Ago;( - ) UTILIDADES E SERVIÇOS;TAXAS E REGISTROS;-R$ 443
Em Set, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 1.419 referente ao item 'TAXAS E REGISTROS'.;Set;( - ) UTILIDADES E SERVIÇOS;TAXAS E REGISTROS;-R$ 1.419
Em Nov, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 1.491 referente ao item 'TAXAS E REGISTROS'.;Nov;( - ) UTILIDADES E SERVIÇOS;TAXAS E REGISTROS;-R$ 1.491
Em Out, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 1.859 referente ao item 'TAXAS E REGISTROS'.;Out;( - ) UTILIDADES E SERVIÇOS;TAXAS E REGISTROS;-R$ 1.859
Em Abr, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 608 referente ao item 'IPVA'.;Abr;( - ) UTILIDADES E SERVIÇOS;IPVA;-R$ 608
Em Ago, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 2.558 referente ao item 'IPVA'.;Ago;( - ) UTILIDADES E SERVIÇOS;IPVA;-R$ 2.558
Em Out, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 672 referente ao item 'IPTU/ITU'.;Out;( - ) UTILIDADES E SERVIÇOS;IPTU/ITU;-R$ 672
Em Dez, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 672 referente ao item 'IPTU/ITU'.;Dez;( - ) UTILIDADES E SERVIÇOS;IPTU/ITU;-R$ 672
Em Nov, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 672 referente ao item 'IPTU/ITU'.;Nov;( - ) UTILIDADES E SERVIÇOS;IPTU/ITU;-R$ 672
Em Ago, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 672 referente ao item 'IPTU/ITU'.;Ago;( - ) UTILIDADES E SERVIÇOS;IPTU/ITU;-R$ 672
Em Jul, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 672 referente ao item 'IPTU/ITU'.;Jul;( - ) UTILIDADES E SERVIÇOS;IPTU/ITU;-R$ 672
Em Set, o grupo '( - ) UTILIDADES E SERVIÇOS' registrou um valor de -R$ 672 referente ao item 'IPTU/ITU'.;Set;( - ) UTILIDADES E SERVIÇOS;IPTU/ITU;-R$ 672
Em Dez, o grupo '( - ) MARKETING / VENDAS / RESERVAS' registrou um valor de -R$ 3.000 referente ao item 'ASSESSORIAS EXTERNAS'.;Dez;( - ) MARKETING / VENDAS / RESERVAS;ASSESSORIAS EXTERNAS;-R$ 3.000
Em Mai, o grupo '( - ) MARKETING / VENDAS / RESERVAS' registrou um valor de -R$ 50 referente ao item 'COMUNICAÇÃO VISUAL E AUDIOVISUAL'.;Mai;( - ) MARKETING / VENDAS / RESERVAS;COMUNICAÇÃO VISUAL E AUDIOVISUAL;-R$ 50
Em Nov, o grupo '( - ) MARKETING / VENDAS / RESERVAS' registrou um valor de -R$ 80 referente ao item 'COMUNICAÇÃO VISUAL E AUDIOVISUAL'.;Nov;( - ) MARKETING / VENDAS / RESERVAS;COMUNICAÇÃO VISUAL E AUDIOVISUAL;-R$ 80
Em Dez, o grupo '( - ) MARKETING / VENDAS / RESERVAS' registrou um valor de -R$ 80 referente ao item 'COMUNICAÇÃO VISUAL E AUDIOVISUAL'.;Dez;( - ) MARKETING / VENDAS / RESERVAS;COMUNICAÇÃO VISUAL E AUDIOVISUAL;-R$ 80
Em Jul, o grupo '( - ) MARKETING / VENDAS / RESERVAS' registrou um valor de -R$ 80 referente ao item 'COMUNICAÇÃO VISUAL E AUDIOVISUAL'.;Jul;( - ) MARKETING / VENDAS / RESERVAS;COMUNICAÇÃO VISUAL E AUDIOVISUAL;-R$ 80
Em Mar, o grupo '( - ) MARKETING / VENDAS / RESERVAS' registrou um valor de -R$ 132 referente ao item 'COMUNICAÇÃO VISUAL E AUDIOVISUAL'.;Mar;( - ) MARKETING / VENDAS / RESERVAS;COMUNICAÇÃO VISUAL E AUDIOVISUAL;-R$ 132
Em Ago, o grupo '( - ) MARKETING / VENDAS / RESERVAS' registrou um valor de -R$ 199 referente ao item 'COMUNICAÇÃO VISUAL E AUDIOVISUAL'.;Ago;( - ) MARKETING / VENDAS / RESERVAS;COMUNICAÇÃO VISUAL E AUDIOVISUAL;-R$ 199
Em Set, o grupo '( - ) MARKETING / VENDAS / RESERVAS' registrou um valor de -R$ 275 referente ao item 'COMUNICAÇÃO VISUAL E AUDIOVISUAL'.;Set;( - ) MARKETING / VENDAS / RESERVAS;COMUNICAÇÃO VISUAL E AUDIOVISUAL;-R$ 275
Em Abr, o grupo '( - ) MARKETING / VENDAS / RESERVAS' registrou um valor de -R$ 419 referente ao item 'COMUNICAÇÃO VISUAL E AUDIOVISUAL'.;Abr;( - ) MARKETING / VENDAS / RESERVAS;COMUNICAÇÃO VISUAL E AUDIOVISUAL;-R$ 419
Em Out, o grupo '( - ) MARKETING / VENDAS / RESERVAS' registrou um valor de -R$ 660 referente ao item 'COMUNICAÇÃO VISUAL E AUDIOVISUAL'.;Out;( - ) MARKETING / VENDAS / RESERVAS;COMUNICAÇÃO VISUAL E AUDIOVISUAL;-R$ 660
Em Jan, o grupo '( - ) MARKETING / VENDAS / RESERVAS' registrou um valor de -R$ 700 referente ao item 'COMUNICAÇÃO VISUAL E AUDIOVISUAL'.;Jan;( - ) MARKETING / VENDAS / RESERVAS;COMUNICAÇÃO VISUAL E AUDIOVISUAL;-R$ 700
Em Abr, o grupo '( - ) MARKETING / VENDAS / RESERVAS' registrou um valor de -R$ 320 referente ao item 'ENDOMARKETING'.;Abr;( - ) MARKETING / VENDAS / RESERVAS;ENDOMARKETING;-R$ 320
Em Ago, o grupo '( - ) MARKETING / VENDAS / RESERVAS' registrou um valor de -R$ 365 referente ao item 'ENDOMARKETING'.;Ago;( - ) MARKETING / VENDAS / RESERVAS;ENDOMARKETING;-R$ 365
Em Nov, o grupo '( - ) MARKETING / VENDAS / RESERVAS' registrou um valor de -R$ 479 referente ao item 'ENDOMARKETING'.;Nov;( - ) MARKETING / VENDAS / RESERVAS;ENDOMARKETING;-R$ 479
Em Set, o grupo '( - ) MARKETING / VENDAS / RESERVAS' registrou um valor de -R$ 652 referente ao item 'ENDOMARKETING'.;Set;( - ) MARKETING / VENDAS / RESERVAS;ENDOMARKETING;-R$ 652
Em Mai, o grupo '( - ) MARKETING / VENDAS / RESERVAS' registrou um valor de -R$ 718 referente ao item 'ENDOMARKETING'.;Mai;( - ) MARKETING / VENDAS / RESERVAS;ENDOMARKETING;-R$ 718
Em Out, o grupo '( - ) MARKETING / VENDAS / RESERVAS' registrou um valor de -R$ 863 referente ao item 'ENDOMARKETING'.;Out;( - ) MARKETING / VENDAS / RESERVAS;ENDOMARKETING;-R$ 863
Em Jan, o grupo '( - ) MARKETING / VENDAS / RESERVAS' registrou um valor de -R$ 1.316 referente ao item 'ENDOMARKETING'.;Jan;( - ) MARKETING / VENDAS / RESERVAS;ENDOMARKETING;-R$ 1.316
Em Fev, o grupo '( - ) MARKETING / VENDAS / RESERVAS' registrou um valor de -R$ 1.471 referente ao item 'ENDOMARKETING'.;Fev;( - ) MARKETING / VENDAS / RESERVAS;ENDOMARKETING;-R$ 1.471
Em Dez, o grupo '( - ) MARKETING / VENDAS / RESERVAS' registrou um valor de -R$ 1.792 referente ao item 'ENDOMARKETING'.;Dez;( - ) MARKETING / VENDAS / RESERVAS;ENDOMARKETING;-R$ 1.792
Em Jun, o grupo '( - ) MARKETING / VENDAS / RESERVAS' registrou um valor de -R$ 2.931 referente ao item 'ENDOMARKETING'.;Jun;( - ) MARKETING / VENDAS / RESERVAS;ENDOMARKETING;-R$ 2.931
Em Jul, o grupo '( - ) MARKETING / VENDAS / RESERVAS' registrou um valor de -R$ 2.962 referente ao item 'ENDOMARKETING'.;Jul;( - ) MARKETING / VENDAS / RESERVAS;ENDOMARKETING;-R$ 2.962
Em Mar, o grupo '( - ) MARKETING / VENDAS / RESERVAS' registrou um valor de -R$ 3.872 referente ao item 'ENDOMARKETING'.;Mar;( - ) MARKETING / VENDAS / RESERVAS;ENDOMARKETING;-R$ 3.872
Em Out, o grupo '( - ) MARKETING / VENDAS / RESERVAS' registrou um valor de -R$ 18 referente ao item 'FEIRAS E EVENTOS'.;Out;( - ) MARKETING / VENDAS / RESERVAS;FEIRAS E EVENTOS;-R$ 18
Em Jun, o grupo '( - ) MARKETING / VENDAS / RESERVAS' registrou um valor de -R$ 100 referente ao item 'FEIRAS E EVENTOS'.;Jun;( - ) MARKETING / VENDAS / RESERVAS;FEIRAS E EVENTOS;-R$ 100
Em Ago, o grupo '( - ) MARKETING / VENDAS / RESERVAS' registrou um valor de -R$ 63.163 referente ao item 'FEIRAS E EVENTOS'.;Ago;( - ) MARKETING / VENDAS / RESERVAS;FEIRAS E EVENTOS;-R$ 63.163
Em Mai, o grupo '( - ) CUSTOS VARIÁVEIS' registrou um valor de -R$ 282 referente ao item 'IMPRESSOS E SERVIÇOS GRAFICOS'.;Mai;( - ) CUSTOS VARIÁVEIS;IMPRESSOS E SERVIÇOS GRAFICOS;-R$ 282
Em Nov, o grupo '( - ) CUSTOS VARIÁVEIS' registrou um valor de -R$ 755 referente ao item 'IMPRESSOS E SERVIÇOS GRAFICOS'.;Nov;( - ) CUSTOS VARIÁVEIS;IMPRESSOS E SERVIÇOS GRAFICOS;-R$ 755
Em Jan, o grupo '( - ) CUSTOS VARIÁVEIS' registrou um valor de -R$ 1.234 referente ao item 'IMPRESSOS E SERVIÇOS GRAFICOS'.;Jan;( - ) CUSTOS VARIÁVEIS;IMPRESSOS E SERVIÇOS GRAFICOS;-R$ 1.234
Em Mai, o grupo '( - ) MARKETING / VENDAS / RESERVAS' registrou um valor de -R$ 55 referente ao item 'MIDIAS'.;Mai;( - ) MARKETING / VENDAS / RESERVAS;MIDIAS;-R$ 55
Em Fev, o grupo '( - ) MARKETING / VENDAS / RESERVAS' registrou um valor de -R$ 1.879 referente ao item 'MIDIAS'.;Fev;( - ) MARKETING / VENDAS / RESERVAS;MIDIAS;-R$ 1.879
Em Dez, o grupo '( - ) MARKETING / VENDAS / RESERVAS' registrou um valor de -R$ 2.055 referente ao item 'MIDIAS'.;Dez;( - ) MARKETING / VENDAS / RESERVAS;MIDIAS;-R$ 2.055
Em Nov, o grupo '( - ) MARKETING / VENDAS / RESERVAS' registrou um valor de -R$ 7.730 referente ao item 'MIDIAS'.;Nov;( - ) MARKETING / VENDAS / RESERVAS;MIDIAS;-R$ 7.730
Em Abr, o grupo '( - ) MARKETING / VENDAS / RESERVAS' registrou um valor de -R$ 750 referente ao item 'DOAÇÕES'.;Abr;( - ) MARKETING / VENDAS / RESERVAS;DOAÇÕES;-R$ 750
Em Nov, o grupo '( - ) MARKETING / VENDAS / RESERVAS' registrou um valor de -R$ 800 referente ao item 'DOAÇÕES'.;Nov;( - ) MARKETING / VENDAS / RESERVAS;DOAÇÕES;-R$ 800
Em Out, o grupo '( - ) MARKETING / VENDAS / RESERVAS' registrou um valor de -R$ 800 referente ao item 'DOAÇÕES'.;Out;( - ) MARKETING / VENDAS / RESERVAS;DOAÇÕES;-R$ 800
Em Ago, o grupo '( - ) MARKETING / VENDAS / RESERVAS' registrou um valor de -R$ 800 referente ao item 'DOAÇÕES'.;Ago;( - ) MARKETING / VENDAS / RESERVAS;DOAÇÕES;-R$ 800
Em Dez, o grupo '( - ) MARKETING / VENDAS / RESERVAS' registrou um valor de -R$ 800 referente ao item 'DOAÇÕES'.;Dez;( - ) MARKETING / VENDAS / RESERVAS;DOAÇÕES;-R$ 800
Em Set, o grupo '( - ) MARKETING / VENDAS / RESERVAS' registrou um valor de -R$ 800 referente ao item 'DOAÇÕES'.;Set;( - ) MARKETING / VENDAS / RESERVAS;DOAÇÕES;-R$ 800
Em Mar, o grupo '( - ) MARKETING / VENDAS / RESERVAS' registrou um valor de -R$ 26 referente ao item 'FUNDO DE PROMOÇÃO'.;Mar;( - ) MARKETING / VENDAS / RESERVAS;FUNDO DE PROMOÇÃO;-R$ 26
Em Mai, o grupo '(/) RATEIOS COMPORATIVO' registrou um valor de -R$ 26.536 referente ao item 'EMPRÉSTIMOS BANCOS'.;Mai;(/) RATEIOS COMPORATIVO;EMPRÉSTIMOS BANCOS;-R$ 26.536
Em Set, o grupo '(/) RATEIOS COMPORATIVO' registrou um valor de -R$ 43.178 referente ao item 'EMPRÉSTIMOS BANCOS'.;Set;(/) RATEIOS COMPORATIVO;EMPRÉSTIMOS BANCOS;-R$ 43.178
Em Dez, o grupo '(/) RATEIOS COMPORATIVO' registrou um valor de -R$ 44.086 referente ao item 'EMPRÉSTIMOS BANCOS'.;Dez;(/) RATEIOS COMPORATIVO;EMPRÉSTIMOS BANCOS;-R$ 44.086
Em Out, o grupo '(/) RATEIOS COMPORATIVO' registrou um valor de -R$ 55.762 referente ao item 'EMPRÉSTIMOS BANCOS'.;Out;(/) RATEIOS COMPORATIVO;EMPRÉSTIMOS BANCOS;-R$ 55.762
Em Abr, o grupo '(/) RATEIOS COMPORATIVO' registrou um valor de -R$ 91.664 referente ao item 'EMPRÉSTIMOS BANCOS'.;Abr;(/) RATEIOS COMPORATIVO;EMPRÉSTIMOS BANCOS;-R$ 91.664
Em Fev, o grupo '(/) RATEIOS COMPORATIVO' registrou um valor de -R$ 96.618 referente ao item 'EMPRÉSTIMOS BANCOS'.;Fev;(/) RATEIOS COMPORATIVO;EMPRÉSTIMOS BANCOS;-R$ 96.618
Em Mar, o grupo '(/) RATEIOS COMPORATIVO' registrou um valor de -R$ 131.385 referente ao item 'EMPRÉSTIMOS BANCOS'.;Mar;(/) RATEIOS COMPORATIVO;EMPRÉSTIMOS BANCOS;-R$ 131.385
Em Jun, o grupo '(/) RATEIOS COMPORATIVO' registrou um valor de -R$ 154.189 referente ao item 'EMPRÉSTIMOS BANCOS'.;Jun;(/) RATEIOS COMPORATIVO;EMPRÉSTIMOS BANCOS;-R$ 154.189
Em Nov, o grupo '(/) RATEIOS COMPORATIVO' registrou um valor de -R$ 181.191 referente ao item 'EMPRÉSTIMOS BANCOS'.;Nov;(/) RATEIOS COMPORATIVO;EMPRÉSTIMOS BANCOS;-R$ 181.191
Em Jul, o grupo '(/) RATEIOS COMPORATIVO' registrou um valor de -R$ 218.925 referente ao item 'EMPRÉSTIMOS BANCOS'.;Jul;(/) RATEIOS COMPORATIVO;EMPRÉSTIMOS BANCOS;-R$ 218.925
Em Ago, o grupo '(/) RATEIOS COMPORATIVO' registrou um valor de -R$ 227.534 referente ao item 'EMPRÉSTIMOS BANCOS'.;Ago;(/) RATEIOS COMPORATIVO;EMPRÉSTIMOS BANCOS;-R$ 227.534
Em Fev, o grupo '(/) RATEIOS COMPORATIVO' registrou um valor de -R$ 400 referente ao item 'COMBUSTIVEL CORPORATIVO'.;Fev;(/) RATEIOS COMPORATIVO;COMBUSTIVEL CORPORATIVO;-R$ 400
Em Mar, o grupo '(/) RATEIOS COMPORATIVO' registrou um valor de -R$ 676 referente ao item 'COMBUSTIVEL CORPORATIVO'.;Mar;(/) RATEIOS COMPORATIVO;COMBUSTIVEL CORPORATIVO;-R$ 676
Em Mai, o grupo '(/) RATEIOS COMPORATIVO' registrou um valor de -R$ 1.345 referente ao item 'COMBUSTIVEL CORPORATIVO'.;Mai;(/) RATEIOS COMPORATIVO;COMBUSTIVEL CORPORATIVO;-R$ 1.345
Em Jul, o grupo '(/) RATEIOS COMPORATIVO' registrou um valor de -R$ 1.527 referente ao item 'COMBUSTIVEL CORPORATIVO'.;Jul;(/) RATEIOS COMPORATIVO;COMBUSTIVEL CORPORATIVO;-R$ 1.527
Em Dez, o grupo '(/) RATEIOS COMPORATIVO' registrou um valor de -R$ 1.559 referente ao item 'COMBUSTIVEL CORPORATIVO'.;Dez;(/) RATEIOS COMPORATIVO;COMBUSTIVEL CORPORATIVO;-R$ 1.559
Em Set, o grupo '(/) RATEIOS COMPORATIVO' registrou um valor de -R$ 2.384 referente ao item 'COMBUSTIVEL CORPORATIVO'.;Set;(/) RATEIOS COMPORATIVO;COMBUSTIVEL CORPORATIVO;-R$ 2.384
Em Jun, o grupo '(/) RATEIOS COMPORATIVO' registrou um valor de -R$ 2.691 referente ao item 'COMBUSTIVEL CORPORATIVO'.;Jun;(/) RATEIOS COMPORATIVO;COMBUSTIVEL CORPORATIVO;-R$ 2.691
Em Out, o grupo '(/) RATEIOS COMPORATIVO' registrou um valor de -R$ 2.698 referente ao item 'COMBUSTIVEL CORPORATIVO'.;Out;(/) RATEIOS COMPORATIVO;COMBUSTIVEL CORPORATIVO;-R$ 2.698
Em Ago, o grupo '(/) RATEIOS COMPORATIVO' registrou um valor de -R$ 3.225 referente ao item 'COMBUSTIVEL CORPORATIVO'.;Ago;(/) RATEIOS COMPORATIVO;COMBUSTIVEL CORPORATIVO;-R$ 3.225
